,Brand,Year,Model,Title,Transmission
13791,Mercedes-Benz,2017,B-Class,2017 Mercedes-Benz B-Class B200 DCT,Automatic
13793,Ford,2015,Ranger,2015 Ford Ranger PX MkII XL Hi-Rider Cab Chassis Super Cab 4dr Spts Auto 6sp,Automatic
13797,Toyota,2014,Aurion,2014 Toyota Aurion Prodigy,Automatic
13801,Mazda,2017,CX-3,2017 Mazda CX-3 Maxx (awd),Automatic
13802,Hyundai,2015,Santa,2015 Hyundai Santa FE SR Crdi (4X4),Automatic
13803,Toyota,2022,Landcruiser,2022 Toyota Landcruiser Prado GX,Automatic
13813,Holden,2010,UTE,2010 Holden UTE VE II SV6 Utility Extended Cab 2dr Spts Auto 6sp 635kg 3.6i,Automatic
13814,Toyota,2019,Landcruiser,2019 Toyota Landcruiser LC200 GXL (4X4),Automatic
13816,Mazda,2020,CX-30,2020 Mazda CX-30,Automatic
13821,Holden,2013,Trax,2013 Holden Trax LS,Manual
13822,Toyota,2022,Fortuner,2022 Toyota Fortuner GXL,Automatic
13830,Audi,2008,A4,2008 Audi A4 2.0 TDI,Automatic
13836,Mazda,2017,6,2017 Mazda 6 GT,Automatic
13837,Volkswagen,2009,Caddy,2009 Volkswagen Caddy 1.9 TDI,Manual
13838,Nissan,2013,Pulsar,2013 Nissan Pulsar 2013 NISSAN PULSAR ST B17 AUTO,Automatic
13845,Lexus,2019,RX450H,2019 Lexus RX450H Luxury Hybrid,Automatic
13848,Fiat,2014,Scudo,2014 Fiat Scudo LWB,Manual
13855,Volkswagen,2014,Golf,2014 Volkswagen Golf 118 TSI,Automatic
13856,Toyota,2022,Landcruiser,2022 Toyota Landcruiser Prado GX 7 Seat,Automatic
13857,Jeep,2018,Grand,2018 Jeep Grand Cherokee SRT (4X4),Automatic
13860,Nissan,2019,X-Trail,2019 Nissan X-Trail ST (4WD) (5YR),Automatic
13861,Mazda,2016,CX-3,2016 Mazda CX-3 DK Maxx Wagon 5dr SKYACTIV-Drive 6sp 2.0i FWD,Automatic
13862,Peugeot,2014,308,2014 Peugeot 308 Allure Turbo,Automatic
13866,Toyota,2021,Hilux,2021 Toyota Hilux Workmate HI-Rider (4X2),Manual
13871,Volkswagen,2016,Golf,2016 Volkswagen Golf R,Automatic
13872,Toyota,2020,Fortuner,2020 Toyota Fortuner GXL,Automatic
13874,Subaru,2016,Forester,2016 Subaru Forester S4 2.5i-L Wagon 5dr CVT 6sp AWD MY16,Automatic
13877,Renault,2020,Kadjar,2020 Renault Kadjar Intens,Automatic
13878,Subaru,2018,BRZ,2018 Subaru BRZ TS,Manual
13879,Lexus,2018,UX200,2018 Lexus UX200 F Sport,Automatic
13881,Suzuki,2019,Swift,2019 Suzuki Swift Sport Navi Turbo,Automatic
13883,Toyota,2017,Prius,2017 Toyota Prius I-Tech Hybrid,Automatic
13885,Jeep,2012,Grand,2012 Jeep Grand Cherokee 2012 JEEP GRAND CHEROKEE LAREDO AUTO 4X4 MY12,Automatic
13886,Hyundai,2020,Tucson,2020 Hyundai Tucson Active (awd),Automatic
13887,Ford,2019,Mondeo,2019 Ford Mondeo Ambiente,Automatic
13888,BMW,2013,X3,2013 BMW X3 Xdrive 20I,Automatic
13893,Toyota,2021,Camry,2021 Toyota Camry SX,Automatic
13895,Mazda,2017,2,2017 Mazda 2,Automatic
13896,Mazda,2022,BT-50,2022 Mazda BT-50 SP (4X4),Automatic
13902,Toyota,2019,Landcruiser,2019 Toyota Landcruiser LC200 GX (4X4),Automatic
13903,HSV,2006,Clubsport,2006 HSV Clubsport R8,Manual
13908,Kia,2020,Sorento,2020 Kia Sorento Sport (4X2),Automatic
13909,BMW,2019,X1,2019 BMW X1 Xdrive 25I,Automatic
13910,Mini,2014,Cooper_Countryman,2014 Mini Cooper_Countryman Cooper D,Automatic
13913,Nissan,2019,Navara,2019 Nissan Navara ST-X (4X4),Manual
13915,Jeep,2018,Grand,2018 Jeep Grand Cherokee Trailhawk (4X4),Automatic
13918,Toyota,2010,Kluger,2010 Toyota Kluger GSU40R KX-R Wagon 4dr Spts Auto 5sp 3.5i (FWD),Automatic
13919,BMW,2019,530D,2019 BMW 530D M Sport,Automatic
13924,Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero GLS LWB (4X4),Automatic
13932,Nissan,2003,350Z,2003 Nissan 350Z Roadster,Manual
13933,Holden,2008,Commodore,2008 Holden Commodore VE Omega Sportwagon 5dr Auto 4sp 3.6i,Automatic
13936,Suzuki,2011,SX4,2011 Suzuki SX4 S AWD,Automatic
13938,LDV,2020,T60,2020 LDV T60 Luxe (4X4),Automatic
13939,Toyota,2023,RAV4,2023 Toyota RAV4 Cruiser (2WD),Automatic
13941,Holden,2015,Colorado,2015 Holden Colorado LTZ (4X4),Automatic
13947,Volkswagen,2011,Amarok,2011 Volkswagen Amarok TDI400 Highline (4X4),Manual
13950,Kia,2010,Carnival,2010 Kia Carnival VQ SI Wagon 8st 5dr Spts Auto 6sp 3.5i,Automatic
13955,Isuzu,2021,D-MAX,2021 Isuzu D-MAX LS-U (4X2),Automatic
13956,Mercedes-Benz,2012,ML350,2012 Mercedes-Benz ML350 CDI Bluetec (4X4),Automatic
13963,Audi,2017,Q2,2017 Audi Q2 2.0 TDI Quattro Sport,Automatic
13966,Volvo,2008,C30,2008 Volvo C30 S,Automatic
13970,BMW,2012,X5,2012 BMW X5 Xdrive 35I,Automatic
13971,HSV,2006,Coupe,2006 HSV Coupe GTO Limited Edition,Manual
13972,Toyota,2023,C-HR,2023 Toyota C-HR Koba (awd),Automatic
13975,Toyota,2000,Camry,2000 Toyota Camry SXV20R Intrigue Conquest Sedan 4dr Auto 4sp 2.2i,Automatic
13979,Toyota,2013,HiAce,2013 Toyota HiAce TRH200 welcab (ZX000734),Automatic
13984,Ford,2023,Everest,2023 Ford Everest Sport,Automatic
13985,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander Black Edition 7 Seat (2WD),Automatic
13987,Ford,2009,F,2009 Ford F 350 Lariat,-
13993,Honda,2016,Civic,2016 Honda Civic RS,Automatic
13996,Volvo,2019,XC40,2019 Volvo XC40 T4 Momentum,Automatic
13997,Mitsubishi,2020,Express,2020 Mitsubishi Express GLX SWB,Automatic
14001,Nissan,2020,X-Trail,2020 Nissan X-Trail TI (4WD),Automatic
14003,Honda,2021,CR-V,2021 Honda CR-V VTI X (2WD) 5 Seats,Automatic
14015,LDV,2018,D90,2018 LDV D90 Deluxe (4WD) Terrain Selection,Automatic
14016,Mazda,2018,MX-5,2018 Mazda MX-5 GT RF SKYACTIV-MT,Manual
14019,Toyota,2003,Kluger,2003 Toyota Kluger CVX (4x4),Automatic
14021,Holden,2010,Commodore,2010 Holden Commodore SS-V Redline Edition,Automatic
14025,Hyundai,2013,Veloster,2013 Hyundai Veloster Street S.e.,Manual
14032,Jeep,2010,Wrangler,2010 Jeep Wrangler Unlimited Renegade (4X4),Automatic
14033,Nissan,2018,X-Trail,2018 Nissan X-Trail 2018 NISSAN X-TRAIL TL T32 SERIES II AUTO 4WD,Automatic
14036,Mazda,2015,MX-5,2015 Mazda MX-5 GT,Automatic
14037,Ford,2020,Ranger,2020 Ford Ranger XL 2.2 LOW Rider (4X2),Manual
14041,Volkswagen,2018,Tiguan,2018 Volkswagen Tiguan 140 TDI Highline,Automatic
14043,Land,2008,Rover,2008 Land Rover Discovery 3 SE,Automatic
14046,Volkswagen,2016,Caddy,2016 Volkswagen Caddy TSI160 Runner,Manual
14051,Holden,2014,Trax,2014 Holden Trax 2014 HOLDEN TRAX LS TJ AUTO MY14,Automatic
14057,Audi,2017,A1,2017 Audi A1 Sportback 1.4 Tfsi Sport,Automatic
14058,Toyota,2006,Hilux,2006 Toyota Hilux Workmate,Manual
14065,Hyundai,2022,Kona,2022 Hyundai Kona N Line Premium SRF (awd),Automatic
14067,GWM,2023,Haval,2023 GWM Haval H6GT LUX (2WD),Automatic
14069,Land,2014,Rover,2014 Land Rover Range Rover Sport L494 TDV6 SE Wagon 5dr Spts Auto 8sp 4x4 3.0DTT [MY14.5],Automatic
14075,Mercedes-Benz,2019,E-CLASS,2019 Mercedes-Benz E-CLASS E300 9G-Tronic PLUS,Automatic
14078,Ford,2021,Ranger,2021 Ford Ranger Wildtrak 3.2 (4X4),Manual
14080,Ford,2013,Ranger,2013 Ford Ranger XLS (4X4),Manual
14081,Subaru,2019,Liberty,2019 Subaru Liberty 2.5I AWD,Automatic
14083,FPV,2010,GS,2010 FPV GS FG MK II Boss 315 Sedan 4dr Spts Auto 6sp 5.0SC [Dec],Automatic
14085,BMW,2018,118I,2018 BMW 118I Sport Line,Automatic
14091,Peugeot,2019,3008,2019 Peugeot 3008 GT,Automatic
14096,Hyundai,2022,Tucson,2022 Hyundai Tucson ELITE N-LINE (AWD) NX4.V1 MY2 4D WAGON DT4 2.0 Litre Diesel,Automatic
14104,Hyundai,2012,I45,2012 Hyundai I45 Premium,Automatic
14107,Ford,2013,Fiesta,2013 Ford Fiesta LX,Manual
14112,Volkswagen,2020,Caddy,2020 Volkswagen Caddy Maxi Comfortline TSI220,Automatic
14114,Toyota,2017,Landcruiser,2017 Toyota Landcruiser Prado Altitude SPL EDT,Automatic
14116,Toyota,2023,Yaris,2023 Toyota Yaris Cross GR Sport Hybrid (two-Tone),Automatic
14120,Holden,2015,Colorado,2015 Holden Colorado LS-X (4X4),Automatic
14122,Toyota,2004,Camry,2004 Toyota Camry 2004 TOYOTA CAMRY SPORTIVO AUTO,Automatic
14128,Mazda,2019,CX-9,2019 Mazda CX-9,-
14134,Ford,2022,Everest,2022 Ford Everest Titanium (4WD),Automatic
14140,Mitsubishi,2021,Triton,2021 Mitsubishi Triton Glx+ (4X4),Automatic
14153,Mitsubishi,2017,Triton,2017 Mitsubishi Triton 2017 MITSUBISHI TRITON GLX MQ MANUAL 4X4 MY18 DOUBLE CAB,Manual
14156,Toyota,2019,Camry,2019 Toyota Camry SX V6,Automatic
14157,Renault,2022,Captur,2022 Renault Captur Life,Automatic
14158,Jeep,2020,Grand,2020 Jeep Grand Cherokee Overland (4X4),Automatic
14160,Volkswagen,2015,Amarok,2015 Volkswagen Amarok TDI400 Core Edition (4X4),Manual
14163,Volkswagen,2015,Amarok,2015 Volkswagen Amarok TDI400 (4X4),Manual
14164,Isuzu,2010,D-MAX,2010 Isuzu D-MAX LS (4x2) 5 SP,Manual
14166,Nissan,2012,Maxima,2012 Nissan Maxima 250 ST-L,Automatic
14169,Subaru,2019,Levorg,2019 Subaru Levorg 2.0 STI Sport (awd),Automatic
14172,Toyota,2022,Landcruiser,2022 Toyota Landcruiser LC300 GXL (4X4),Automatic
14173,Toyota,2016,Landcruiser,2016 Toyota Landcruiser Prado VX (4X4),Automatic
14187,BMW,2010,320I,2010 BMW 320I Executive,Automatic
14188,Fiat,2017,Ducato,2017 Fiat Ducato Low Roof MWB Comfort-matic,Automatic
14200,Volkswagen,2018,Caravelle,2018 Volkswagen Caravelle TDI 340 LWB,Automatic
14201,Mazda,2020,BT-50,2020 Mazda BT-50 XT (4X4) (5YR),Automatic
14215,Jeep,2011,Wrangler,2011 Jeep Wrangler Unlimited Renegade (4X4),Automatic
14217,Mitsubishi,2010,Outlander,2010 Mitsubishi Outlander LS (7 Seat),Automatic
14221,Nissan,2015,Navara,2015 Nissan Navara ST-R (4X4),Manual
14231,Volvo,2022,XC60,2022 Volvo XC60 B6 R-Design Mhev,Automatic
14232,Volkswagen,2021,Golf,2021 Volkswagen Golf 110TSI,Automatic
14238,Audi,2020,SQ5,2020 Audi SQ5 3.0 Tfsi Quattro,Automatic
14241,Ford,2010,Fiesta,2010 Ford Fiesta 2010 FORD FIESTA ZETEC WS MANUAL,Manual
14242,Ford,2009,Fiesta,2009 Ford Fiesta Zetec,Automatic
14247,Kia,2009,Sportage,2009 Kia Sportage LX (fwd),Automatic
14248,Kia,2014,Sportage,2014 Kia Sportage SLI (awd),Automatic
14249,Jeep,2019,Cherokee,2019 Jeep Cherokee Night Eagle (4X4),Automatic
14256,Ssangyong,2009,Rexton,2009 Ssangyong Rexton RX270 XVT SPR II,Automatic
14265,Suzuki,2009,Grand,2009 Suzuki Grand Vitara JT Prestige Wagon 5dr Auto 4sp 4x4 2.4i,Automatic
14268,Honda,2007,Civic,2007 Honda Civic VTI,Automatic
14269,Mazda,2020,CX-5,2020 Mazda CX-5 AKERA (4x4) MY19 (KF S 4D WAGON 4 Cylinders 2.5 Litre Petrol,Automatic
14270,Isuzu,2022,D-MAX,2022 Isuzu D-MAX SX (4X4),Manual
14271,Nissan,2019,Navara,2019 Nissan Navara N-Trek Warrior (4X4),Automatic
14273,Honda,2014,CR-V,2014 Honda CR-V VTI (4X2),Automatic
14274,Kia,2019,Seltos,2019 Kia Seltos Sport (fwd),Automatic
14275,Mitsubishi,2018,Pajero,2018 Mitsubishi Pajero Sport GLS (4X4) 5 Seat,Automatic
14276,Mazda,2020,BT-50,2020 Mazda BT-50 GT (4X4) (5YR),Automatic
14280,Subaru,2019,XV,2019 Subaru XV 2.0I Limited Edition,Automatic
14281,Ford,2023,Ranger,2023 Ford Ranger Wildtrak 3.0 (4X4),Automatic
14283,Ford,2012,Fiesta,2012 Ford Fiesta CL,Manual
14287,Volkswagen,2020,Amarok,2020 Volkswagen Amarok TDI550 4MOTION Perm Sportline,Automatic
14288,Volkswagen,2021,Polo,2021 Volkswagen Polo GTI,Automatic
14292,Subaru,2008,Liberty,2008 Subaru Liberty Gen 2 Heritage Sedan 4dr Auto 4sp 4WD 2.2i,Automatic
14295,Ford,2006,Territory,2006 Ford Territory SY Ghia Wagon 4dr Spts Auto 6sp AWD 4.0i,Automatic
14297,Nissan,2013,Tiida,2013 Nissan Tiida C11 S4 ST Hatchback 5dr Auto 4sp 1.8i,Automatic
14299,Holden,2013,Captiva,2013 Holden Captiva 5 (4X4),Automatic
14305,Holden,2006,Adventra,2006 Holden Adventra CX6,Automatic
14307,Ford,2011,Territory,2011 Ford Territory SZ Titanium Wagon 7st 4dr Seq Sport Shift 6sp RWD 4.0i,Automatic
14308,Suzuki,2016,Swift,2016 Suzuki Swift Sport Navigator,Automatic
14309,Audi,2018,A3,2018 Audi A3 2.0 Tfsi Quattro S Line,Automatic
14312,Toyota,2010,Ractis,2010 Toyota Ractis,-
14314,Holden,2018,Captiva,2018 Holden Captiva CG 5 LTZ Wagon 4dr Spts Auto 6sp 4x4 2.2DT,Automatic
14315,Holden,2006,Calais,2006 Holden Calais V,Automatic
14321,Volkswagen,2015,Golf,2015 Volkswagen Golf 103 TSI Highline,Automatic
14323,Holden,2013,Caprice,2013 Holden Caprice V,Automatic
14324,Toyota,2023,Kluger,2023 Toyota Kluger GXL 2WD,Automatic
14325,BMW,2007,325I,2007 BMW 325I,Automatic
14327,Toyota,2008,Century,2008 Toyota Century V12,-
14331,Mazda,2021,CX-3,2021 Mazda CX-3 Akari (awd),Automatic
14333,Nissan,2021,Qashqai,2021 Nissan Qashqai ST,Automatic
14336,Mercedes-Benz,2013,C250,2013 Mercedes-Benz C250 CDI Elegance BE,Automatic
14340,BMW,2015,I3,2015 BMW I3,Automatic
14345,BMW,2013,X5,2013 BMW X5 Xdrive 30D Edition Exclusive,Automatic
14346,MG,2021,HS,2021 MG HS Vibe,Automatic
14348,Mazda,2016,BT-50,2016 Mazda BT-50 XTR,Automatic
14351,Audi,2012,A5,2012 Audi A5 2.0 Tfsi Quattro,Automatic
14355,Toyota,2008,Landcruiser,2008 Toyota Landcruiser VX (4X4),Automatic
14358,Mitsubishi,2006,Pajero,2006 Mitsubishi Pajero VR-X LWB (4X4),Automatic
14360,Mazda,2018,CX-3,2018 Mazda CX-3 NEO (fwd),Automatic
14361,Hyundai,2020,I30,2020 Hyundai I30 2020 HYUNDAI I30 N PERFORMANCE MANUAL MY20,Manual
14362,Audi,2018,A3,2018 Audi A3 2.0 Tfsi Quattro S Line S/Back,Automatic
14363,Holden,2000,Commodore,2000 Holden Commodore SS,Automatic
14364,Holden,2011,Colorado,2011 Holden Colorado RC LT-R Utility Crew Cab 4dr Man 5sp 4x4 3.0DT,Manual
14365,Hyundai,2015,Genesis,2015 Hyundai Genesis,Automatic
14366,Tesla,2023,Model,2023 Tesla Model Y Performance,Automatic
14368,Land,2018,Rover,2018 Land Rover Range Rover Evoque TD4 132kW SE Dynamic,Automatic
14370,Geely,2012,MK,2012 Geely MK GL,Manual
14375,Peugeot,2019,3008,2019 Peugeot 3008 Allure,Automatic
14379,Toyota,2003,Land,"2003 Toyota Land Cruiser UZJ100R Sahara Wagon 8st 5dr Auto 5sp, 4x4 4.7i",Automatic
14380,Hyundai,2009,I30,2009 Hyundai I30 SR,Automatic
14387,Land,2018,Rover,2018 Land Rover Range Rover Sport TDV6 SE,Automatic
14388,Holden,2004,Rodeo,2004 Holden Rodeo 2004 HOLDEN RODEO LX RA MANUAL 4X4,Manual
14390,Holden,2011,Commodore,2011 Holden Commodore SS-V,Automatic
14394,HSV,2015,Senator,2015 HSV Senator Signature,Automatic
14395,Mercedes-Benz,2012,C-CLASS,2012 Mercedes-Benz C-CLASS C63 AMG SPEEDSHIFT MCT,Automatic
14400,Mitsubishi,2019,Pajero,2019 Mitsubishi Pajero GLX LWB (4X4) 7 Seat,Automatic
14405,Nissan,2013,Patrol,2013 Nissan Patrol Y61 ST Wagon 7st 5dr Auto 4sp 4x4 3.0DT,Automatic
14406,Land,2016,Rover,2016 Land Rover Range Rover Evoque TD4 150 Pure,Automatic
14408,Land,2019,Rover,2019 Land Rover Discovery Sport TD4 (132KW) HSE AWD,Automatic
14410,Subaru,2014,WRX,2014 Subaru WRX STI Premium,Manual
14413,Subaru,2020,XV,2020 Subaru XV Hybrid,Automatic
14418,BMW,2022,X2,2022 BMW X2 M35I Pure,Automatic
14419,Isuzu,2021,D-MAX,2021 Isuzu D-MAX SX (4X2) High-Ride,Automatic
14420,Honda,2020,CR-V,2020 Honda CR-V VTI 7 (2WD) 7 Seats,Automatic
14423,Lexus,2020,IS350,2020 Lexus IS350 F Sport,Automatic
14424,Isuzu,2019,MU-X,2019 Isuzu MU-X LS-T (4X4),Automatic
14426,Toyota,2022,GR86,2022 Toyota GR86 GT,Manual
14431,Toyota,2021,Landcruiser,2021 Toyota Landcruiser LC200 VX (4X4),Automatic
14433,Toyota,2022,Landcruiser,2022 Toyota Landcruiser 70 Series GXL,Manual
14442,Isuzu,2013,D-MAX,2013 Isuzu D-MAX LS-M Crew Cab,Automatic
14443,Kia,2023,EV6,2023 Kia EV6 GT AWD,Automatic
14444,Toyota,2009,Landcruiser,2009 Toyota Landcruiser Workmate (4X4),Manual
14445,Mercedes-Benz,2016,GLE43,2016 Mercedes-Benz GLE43 4Matic,Automatic
14446,Renault,2017,Captur,2017 Renault Captur Intens,Automatic
14448,Volkswagen,2018,Amarok,2018 Volkswagen Amarok V6 TDI 550 Ultimate,Automatic
14452,Toyota,2023,Landcruiser,2023 Toyota Landcruiser LC300 Sahara ZX (4X4),Automatic
14454,Subaru,2013,WRX,2013 Subaru WRX (AWD),Manual
14456,Nissan,2022,Navara,2022 Nissan Navara ST-X (4X4) Leather/NO Sunroof,Automatic
14457,Toyota,2019,Fortuner,2019 Toyota Fortuner GXL,Automatic
14458,Toyota,2009,Yaris,2009 Toyota Yaris YR,Automatic
14459,Ford,2018,Escape,2018 Ford Escape Titanium (awd),Automatic
14468,Isuzu,2023,D-MAX,2023 Isuzu D-MAX SX (4X2) High-Ride,Automatic
14471,Honda,2008,Odyssey,2008 Honda Odyssey,Automatic
14476,Mitsubishi,2020,Pajero,2020 Mitsubishi Pajero Exceeed (4X4) 7 Seat,Automatic
14478,Land,2014,Rover,2014 Land Rover Range Rover Sport HSE,Automatic
14481,Mercedes-Benz,2016,Vito,2016 Mercedes-Benz Vito 116 Bluetec SWB,Automatic
14485,Ford,2018,Ranger,2018 Ford Ranger Wildtrak 2.0 (4X4),Automatic
14487,Land,2017,Rover,2017 Land Rover Range Rover Sport SC SVR,Automatic
14488,Mazda,2008,CX-7,2008 Mazda CX-7 ER Series 1 Classic Wagon 5dr Spts Auto 6sp 4WD 2.3T,Automatic
14491,Land,2021,Rover,2021 Land Rover Discovery D300 S (221KW),Automatic
14495,Ford,2008,Territory,2008 Ford Territory Ghia (4X4),Automatic
14497,Nissan,2020,Leaf,2020 Nissan Leaf,Automatic
14501,Ford,2021,Ranger,2021 Ford Ranger XLT 3.2 (4X4),Automatic
14503,Toyota,2021,Landcruiser,2021 Toyota Landcruiser LC300 VX (4X4),Automatic
14505,Toyota,2022,Landcruiser,2022 Toyota Landcruiser LC300 Sahara (4X4),Automatic
14507,Toyota,2023,Fortuner,2023 Toyota Fortuner Crusade,Automatic
14510,Hyundai,2007,Accent,2007 Hyundai Accent S,Automatic
14511,Mazda,2008,CX-7,2008 Mazda CX-7 ER Series 1 Luxury Wagon 5dr Spts Auto 6sp 4WD 2.3T [MY07],Automatic
14514,Holden,2018,Colorado,2018 Holden Colorado Z71 (4x4),Automatic
14516,Chrysler,2010,300C,2010 Chrysler 300C 5.7 Hemi V8,Automatic
14532,Subaru,2013,Outback,2013 Subaru Outback 2.5I Premium,Automatic
14534,Toyota,2022,Landcruiser,2022 Toyota Landcruiser 70 Series LC76 GXL,Manual
14535,Holden,2009,Commodore,2009 Holden Commodore VE SS Sedan 4dr Spts Auto 6sp 6.0i [MY09.5],Automatic
14541,Toyota,2022,Landcruiser,2022 Toyota Landcruiser 70 Series Workmate,Manual
14542,Hyundai,2013,I45,2013 Hyundai I45 YF Premium Sedan 4dr Spts Auto 6sp 2.4i [MY11],Automatic
14544,Toyota,2010,Land,"2010 Toyota Land Cruiser Prado KDJ150R GXL Wagon 7st 5dr Spts Auto 5sp, 4x4 3.0DT",Automatic
14546,Hyundai,2012,I20,2012 Hyundai I20 PB Active Hatchback 5dr Auto 4sp 1.4i,Automatic
14547,Land,2007,Rover,2007 Land Rover Range Rover Vogue L322 Super Charged Wagon 4dr Spts Auto 6sp 4x4 5.0S,Automatic
14548,Hyundai,2010,Getz,2010 Hyundai Getz,-
14552,Toyota,1998,Landcruiser,1998 Toyota Landcruiser Prado GXL (4X4),Automatic
14553,Hyundai,2014,Santa,2014 Hyundai Santa FE Active Crdi (4X4),Automatic
14554,Subaru,2007,Outback,2007 Subaru Outback 2.5I,Manual
14555,Great,2011,Wall,2011 Great Wall X240 (4X4),Manual
14557,Lexus,2003,GS,2003 Lexus GS JZS160R Sedan 4dr Spts Auto 5sp 3.0i,Automatic
14559,Mercedes-Benz,2013,A200,2013 Mercedes-Benz A200 BE,Automatic
14564,Nissan,2008,X-Trail,2008 Nissan X-Trail TL (4X4),Automatic
14567,BMW,2010,3,2010 BMW 3 Series 25i,Automatic
14570,Fiat,2013,Punto,2013 Fiat Punto Easy,Automatic
14571,Jeep,2009,Grand,2009 Jeep Grand Cherokee Limited (4X4),Automatic
14574,Mercedes-Benz,2006,CLS500,2006 Mercedes-Benz CLS500,Automatic
14578,Holden,2014,Caprice,2014 Holden Caprice V,Automatic
14579,Audi,2020,SQ8,2020 Audi SQ8 TDI Quattro,Automatic
14581,Alfa,2017,Romeo,2017 Alfa Romeo Giulietta Veloce TCT,Automatic
14585,Holden,2012,Commodore,2012 Holden Commodore SV6 Thunder,Manual
14587,Honda,2015,HR-V,2015 Honda HR-V VTI-S LE,Automatic
14588,HSV,1996,Maloo,1996 HSV Maloo,Automatic
14592,Holden,2016,Colorado,2016 Holden Colorado 7 LT (4X4),Automatic
14606,Hyundai,2010,Santa,2010 Hyundai Santa FE SLX Crdi (4X4),Manual
14607,Mitsubishi,2013,Pajero,2013 Mitsubishi Pajero GLX-R LWB (4X4),Automatic
14609,Nissan,2017,Navara,2017 Nissan Navara ST,Automatic
14612,Mercedes-Benz,2013,M-Class,2013 Mercedes-Benz M-Class W166 ML250 BlueTEC Wagon 5dr 7G-TRONIC + 7sp 4x4 2.1DT,Automatic
14614,Hyundai,2011,Santa,2011 Hyundai Santa FE Elite Crdi (4X4),Automatic
14615,Mercedes-Benz,2012,C200,2012 Mercedes-Benz C200 BE,Automatic
14617,Volvo,2004,V50,2004 Volvo V50 2.4,Automatic
14619,Land,2008,Rover,2008 Land Rover Range Rover Sport 2.7 TDV6,Automatic
14625,Holden,2018,Astra,2018 Holden Astra LT,Automatic
14628,Mazda,2021,BT-50,2021 Mazda BT-50 GT Thunder (4X4),Automatic
14629,Jaguar,2017,XE,2017 Jaguar XE 20T R-Sport,Automatic
14631,Smart,2007,Fortwo,2007 Smart Fortwo Coupe,Automatic
14633,Ford,2018,Ranger,2018 Ford Ranger XLS 3.2 (4X4) (5 YR),Automatic
14639,Toyota,2015,Landcruiser,2015 Toyota Landcruiser Prado Altitude (4X4),Automatic
14641,Holden,2009,Epica,2009 Holden Epica CDX,Automatic
14642,Mazda,2004,Tribute,2004 Mazda Tribute Limited Sport,Automatic
14643,Mitsubishi,2012,Challenger,2012 Mitsubishi Challenger 2012 MITSUBISHI CHALLENGER LS PB AUTO 4X4 MY12,Automatic
14645,Mitsubishi,2019,Eclipse,2019 Mitsubishi Eclipse Cross ES (2WD),Automatic
14647,Holden,2016,Malibu,2016 Holden Malibu CD,Automatic
14648,Hyundai,2023,I30,2023 Hyundai I30,Manual
14652,Hyundai,2018,Kona,2018 Hyundai Kona Active AWD,Automatic
14658,Mercedes-Benz,2021,CLA45,2021 Mercedes-Benz CLA45 S 4Matic+,Automatic
14663,Honda,2015,Accord,2015 Honda Accord Sport Hybrid,Automatic
14664,Holden,2014,Captiva,2014 Holden Captiva CG 7 LTZ Wagon 7st 5dr Spts Auto 6sp AWD 3.0i [MY14],Automatic
14665,Mazda,2022,CX-30,2022 Mazda CX-30 G20 Touring Vision (fwd),Automatic
14668,Land,2012,Rover,2012 Land Rover Range Rover Sport 3.0 SDV6,Automatic
14671,Holden,2008,Rodeo,2008 Holden Rodeo RA LX Cab Chassis Crew Cab 4dr Man 5sp 4x4 3.0DT,Manual
14672,Jaguar,2014,F-Type,2014 Jaguar F-Type V6,Automatic
14674,Daihatsu,2022,Hijet,2022 Daihatsu Hijet,Manual
14676,Land,2011,Rover,2011 Land Rover Discovery Series 4 SDV6 HSE Wagon 7st 4dr CommandShift 6sp 4x4 3.0DTT,Automatic
14678,HSV,2012,Senator,2012 HSV Senator Signature,Automatic
14680,Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero Exceed LWB (4X4),Automatic
14682,Holden,2012,UTE,2012 Holden UTE SV6,Manual
14684,Renault,2018,Koleos,2018 Renault Koleos Life (4X2),Automatic
14685,Nissan,2017,Navara,2017 Nissan Navara RX (4X4),Manual
14687,Isuzu,2019,D-MAX,2019 Isuzu D-MAX X-Rider Limited Edition (4X4),Automatic
14692,Nissan,2022,Navara,2022 Nissan Navara SL OFF-Road Pack (4X4),Automatic
14694,Mitsubishi,2011,Outlander,2011 Mitsubishi Outlander LS 30TH Anniversary (fwd),Manual
14698,Mazda,2006,MPV,2006 Mazda MPV,Automatic
14705,Hyundai,2021,Palisade,2021 Hyundai Palisade (8 Seat),Automatic
14706,Mercedes-Benz,2001,Sprinter,2001 Mercedes-Benz Sprinter,Automatic
14707,Lexus,2021,NX350,2021 Lexus NX350 F Sport + EP1 AWD,Automatic
14712,Suzuki,2010,Grand,2010 Suzuki Grand Vitara Prestige (4X4),Automatic
14713,Peugeot,2018,3008,2018 Peugeot 3008 GT Line,Automatic
14715,Volvo,2003,V40,2003 Volvo V40 2.0 SE,Automatic
14717,Mitsubishi,2002,Delica,2002 Mitsubishi Delica,Automatic
14719,Holden,2001,Commodore,2001 Holden Commodore SS,Automatic
14720,Tesla,2022,Model,2022 Tesla Model 3 Performance,Automatic
14721,Ford,2012,Ranger,2012 Ford Ranger XLT 3.2 HI-Rider (4X2),Automatic
